"bsq_situacao_finalizada";"bsq_situacao_por";"finalizada_por"
"5";"5";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"75";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"6";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"76";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"10";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"23";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"37";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"154";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"41";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"128";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"92";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"93";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"46";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"45";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"94";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"95";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"47";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"144";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"96";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"48";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
"5";"49";"Arquivado definitivamente (2)
Arquivado provisoriamente (4)
Audiência conciliatória antecipada (73)
Audiência conciliatória cancelada (70)
Audiência conciliatória convertida em diligência (74)
Audiência conciliatória designada (5)
Audiência conciliatória não realizada (75)
Audiência conciliatória realizada (6)
Audiência conciliatória redesignada (76)
Baixado definitivamente (10)
Distribuição cancelada (23)
Reativado (37)
Redistribuído para outro Tribunal (154)
Remetido (41)
Supenso/Sobrestado por SIRDR (128)
Suspenso/sobrestado  por Ação de Controle Concentrado de Constitucionalidade (92)
Suspenso/sobrestado  por Controvérsia (93)
Suspenso/sobrestado por decisão judicial (46)
Suspenso/sobrestado por despacho judicial (45)
Suspenso/sobrestado por Grupo de Representativos (94)
Suspenso/sobrestado por IAC (95)
Suspenso/Sobrestado por IRDR (47)
Suspenso/sobrestado por prejudicialidade de RE (144)
Suspenso/sobrestado por Recurso de Revista Repetitiva (96)
Suspenso/sobrestado por Recurso Repetitivo (48)
Suspenso/sobrestado por Repercussão Geral (49)"
